laptop_ID,Inches,Ram,Weight,Price_euros,Acer,Apple,Asus,Chuwi,Dell,Fujitsu,Google,HP,Huawei,LG,Lenovo,MSI,Mediacom,Microsoft,Razer,Samsung,Toshiba,Vero,Xiaomi,2 in 1 Convertible,Gaming,Netbook,Notebook,Ultrabook,Workstation,Screen Width,Screen Height,CPU Frequency,Memory Amount,Memory Type,Android,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS,AMD_CPU,Intel_CPU,Samsung_CPU,AMD_GPU,ARM_GPU,Intel_GPU,Nvidia_GPU
122,15.6,8,1.7,1118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
123,15.6,6,2.1,479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.4,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
124,15.6,16,1.8,2241.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
125,15.6,8,2.2,629,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
126,17.3,16,2.5,1271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.8,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
127,15.6,4,2.1,451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,3,256000,SSD,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
128,15.6,4,1.86,259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,1.6,500000,HDD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
129,14,8,1.63,812,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
130,14,4,1.65,277.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,1.5,64000,SSD,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
131,17.3,16,2.8,1396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
132,17.3,8,2.5,928,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
133,15.6,8,2.36,638.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2.5,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
134,15.6,4,2.2,449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
135,14,8,1.6,884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,1.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
136,15.6,4,2.2,572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.7,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
137,15.6,8,2.05,598,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2.7,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
138,14,8,1.63,988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
139,15.6,4,1.9,252.36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,1.1,1000000,HDD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
140,17.3,8,3,938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.5,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
141,15.6,4,2.2,499,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,1000000,HDD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
142,13.3,4,1.32,699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
143,17.3,4,3,655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.7,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
144,14,8,1.75,1116.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
145,15.6,8,2.4,869,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
146,15.6,4,2.1,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1366,768,2.3,500000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
147,15.6,4,1.86,369,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
148,14,8,1.25,1099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,1.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
149,12.5,8,0.97,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3840,2160,1.2,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
150,15.6,4,2,344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.1,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
151,17.3,16,2.9,2029,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
152,15.6,4,2.1,447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
153,15.6,16,2.56,1249.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
154,15.6,8,2.62,899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,1000000,Hybrid,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
155,15.6,4,1.9,498,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2.5,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
156,17.3,16,2.8,1890,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
157,14,4,1.48,1082,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,2.7,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
158,15.6,6,1.91,619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
159,14,4,1.74,629,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1920,1080,2.4,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
160,13.3,8,1.1,1315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1920,1080,1.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
161,15.6,8,1.56,1049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1920,1080,1.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
163,15.6,4,2.1,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1366,768,2.2,500000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
164,15.6,4,2.03,403,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,3,1000000,HDD,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
165,17.3,4,3,805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
166,15.6,8,2.13,728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
167,15.6,16,2.5,1079,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
168,15.6,4,2.1,348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,1.1,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
169,15.6,16,2.4,1799,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
170,15.6,4,2.1,363.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,1.1,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
171,15.6,8,2.56,1060.49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
172,17.3,8,3,854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
173,13.3,4,1.49,754,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,500000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
174,13,8,1.05,1349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2160,1440,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
175,17.3,6,2.71,699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,2000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
176,15.6,4,2.2,309,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2.9,500000,HDD,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
177,15.6,4,2,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1366,768,2.4,500000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
178,17.3,8,2.5,923,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
179,15.6,8,2.3,459,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2.4,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
180,15.6,4,2.1,449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
181,18.4,32,4.4,2799,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.9,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
182,15.6,8,1.9,813,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
183,13.3,8,1.29,1499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3840,2160,1.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
184,15.6,16,2.02,1049,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.8,256000,SSD,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
185,13.3,8,1.23,1399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,1.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
186,13.9,16,1.4,1849,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3840,2160,1.8,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
187,15.6,8,2,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1366,768,2.5,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
188,15.6,8,1.95,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1920,1080,1.6,256000,SSD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
189,17.3,16,2.77,1549,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.8,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
190,15.6,16,2.06,2397,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3840,2160,2.8,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
191,15.6,8,2.4,779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
192,13.3,8,1.12,989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,1.2,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
193,17.3,8,2.8,1085,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.8,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
194,14,16,1.42,2824,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2560,1440,2.7,1000000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
195,14,4,1.3,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1920,1080,1.1,32000,Flash,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
196,13.3,8,1.3,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1920,1080,2.5,256000,SSD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
197,17.3,8,2.8,698,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1600,900,1.6,256000,SSD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
198,13.3,8,1.62,839,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1920,1080,1.8,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
199,17.3,8,2.5,914,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
200,17.3,32,3.49,6099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3840,2160,2.9,1000000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
201,13.3,8,1.49,959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
202,17.3,16,3.35,1379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
203,17.3,8,2.5,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
204,15.6,16,2.65,1845,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3840,2160,2.8,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
205,15.6,4,2.1,493,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2.3,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
206,15.6,8,2.23,742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.7,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
207,15.6,16,3.2,1749,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
208,15.6,16,2.8,3055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3840,2160,3,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
209,15.6,16,2.4,1398,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,512000,SSD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
210,15.6,6,2.3,439,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2.4,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
211,13.3,8,1.21,1949,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3840,2160,1.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
212,13.3,8,1.2,1449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,1.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
213,15.6,8,2.2,597,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
215,15.6,8,2.4,779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.8,1000000,HDD,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
216,17.3,16,2.9,1407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
217,15.6,4,2.1,349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2,500000,HDD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
218,15.6,8,2.2,549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
219,13,8,1.05,1499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2160,1440,2.7,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
220,13.3,8,1.4,931.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,1.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
221,17.3,8,2.8,589,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1600,900,2.5,1000000,HDD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
222,14,8,1.63,1031,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
223,14,8,1.6,1149,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,1.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
224,13.3,16,1.62,1279,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1920,1080,1.8,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
225,15.6,8,2.2,677.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,256000,SSD,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
226,14,8,1.74,899,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1920,1080,1.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
227,13.3,8,1.2,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
228,15.6,8,2.1,794,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
229,17.3,16,4.42,2456.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
230,15.6,8,2.2,832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.7,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
231,15.6,16,2.3,859.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.7,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
232,15.6,8,2,769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
233,17.3,8,2.69,891,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
234,15.6,8,1.9,1269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.7,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
235,15.6,4,2.37,398.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2.4,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
236,15.6,4,2.1,330,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,1.5,500000,HDD,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
237,15.6,16,3.2,1499,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
238,14,8,1.6,859,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
239,13.3,8,1.6,689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1920,1080,2.3,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
240,15.6,16,2.36,899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.7,256000,SSD,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
241,15.6,4,2.1,390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2,1000000,HDD,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
242,15.6,4,2.2,575,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,128000,SSD,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
243,17.3,32,4.7,3890,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.9,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
244,15.6,8,2.5,846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
